opt_vel,jump_a,objective_value,jump_b,jump_c,jump_d
2.55350336,11.77766842,10.63010354,0,0,0
2.566539999,11.77710179,10.64658682,0,0,0
2.57622999,11.77345925,10.75258371,0,0,0
2.580684596,11.79309241,10.94156241,0,0,0
2.590746836,14.01313913,11.40156458,0,0,0
2.550879318,11.74760868,11.50652382,0,0,0
2.563967012,11.72728291,12.10142659,0,0,0
2.553260054,11.67690874,13.57836383,0,0,0
2.541736218,11.57371389,16.63581663,0,0,0
2.593632239,11.44318379,19.55235637,0,0,0
2.529802743,11.78432593,28.74426686,0,0,0
2.631713675,11.74319803,29.22452187,0,0,0
2.625101081,11.19271079,31.05824995,0,0,0
2.629414822,11.82405806,31.77057351,0,0,0
2.617175766,11.93853307,35.3350821,0,0,0
2.556110374,3.626977784,40.9982825,0,0,0
2.692385772,11.55946834,43.54682985,0,0,0
2.749955013,12.19089725,63.79215377,0,0,0
2.694573426,10.46791049,65.3835473,0,0,0
2.716884817,5.856368411,77.67682109,0,0,0
2.762772213,13.50382514,79.58544779,0,0,0
2.351366132,17.2252352,82.62163623,0,0,0
2.233139324,14.76157345,101.080053,0,0,0
2.815484969,6.918383933,104.0077668,0,0,0
2.483668918,2.010912666,113.4976786,0,0,0
2.847782493,11.82815117,117.2846562,0,0,0
2.200404144,9.507057823,117.9404077,0,0,0
2.20600001,18.02982085,121.2244278,0,0,0
2.92110984,19.99691783,130.4869755,0,0,0
2.002485033,2.699825827,136.349109,0,0,0
2.052472788,6.409685406,137.1055917,0,0,0
2.914336863,8.835046937,137.5513135,0,0,0
2.003032551,3.598084592,144.5127237,0,0,0
2.004134354,4.566374868,145.4853649,0,0,0
2.014627326,5.501720279,149.2535271,0,0,0
2.998820924,16.81631538,151.4826525,0,0,0
2.007453386,12.56103488,155.2426192,0,0,0
2.008296847,14.13440503,156.2337792,0,0,0
2.005044417,7.534097892,156.6195692,0,0,0
2.002030979,16.07038541,158.0414105,0,0,0
2.004043566,8.767567274,159.3890491,0,0,0
2.997518264,15.02072782,161.7464731,0,0,0
2.000542107,11.55750782,162.1593912,0,0,0
2.011951594,19.9606318,162.4639974,0,0,0
2.001242725,10.27244168,166.3969666,0,0,0
3.001412154,19.22092629,166.6378052,0,0,0
3.023566569,17.74068316,167.6070186,0,0,0
2.002101673,13.41222933,167.8750756,0,0,0
2.000215377,18.94719356,170.7367701,0,0,0
2.790583348,3.06549244,191.3916723,0,0,0
3.009303968,4.843929992,209.4774709,0,0,0
2.963638039,4.05903975,210.4175633,0,0,0
3.104659503,9.678543887,213.1534001,0,0,0
3.18491926,18.6903518,232.4639619,0,0,0
3.222595398,15.98688215,232.7248605,0,0,0
3.169798692,7.994010304,253.2225968,0,0,0
3.40530885,12.9295911,335.5947341,0,0,0
3.47001031,10.79711129,358.9016931,0,0,0
3.375916718,2.428144973,400.243455,0,0,0
3.562850791,13.94962916,400.8970046,0,0,0
3.580893522,6.040548672,453.4800392,0,0,0
3.86414666,19.55412907,508.8579965,0,0,0
3.925880175,17.33940588,562.9569603,0,0,0
4.010698136,15.07938157,605.736001,0,0,0
3.880165998,7.203305391,610.7861755,0,0,0
3.993624635,10.01377139,619.4739543,0,0,0
3.801587744,3.585331844,632.908427,0,0,0
4.126216396,16.30251137,643.5699003,0,0,0
4.246995638,18.44646098,700.1740705,0,0,0
4.121519543,8.141179513,740.5397156,0,0,0
4.296632801,13.19092503,769.1749617,0,0,0
4.313041021,12.0838864,799.3831324,0,0,0
4.304998234,9.098011694,803.9609597,0,0,0
4.326380704,2.744901357,878.0267913,0,0,0
4.413156887,4.905229986,931.8781352,0,0,0
4.826157868,19.98981582,1050.469026,0,0,0
4.747265473,10.71835647,1069.403218,0,0,0
4.795884696,14.51026847,1078.868053,0,0,0
4.911110284,17.33877545,1135.863305,0,0,0
4.806366513,3.930110252,1141.355197,0,0,0
4.805910042,6.356256195,1167.519592,0,0,0
5.163303185,15.94415948,1344.164057,0,0,0
5.151850814,7.705194658,1346.994989,0,0,0
5.085213685,2.001239067,1370.829507,0,0,0
5.304491097,15.75205853,1418.02536,0,0,0
5.27738447,13.52293452,1449.497649,0,0,0
5.998716826,2.116573026,1458.236316,0,0,0
5.179134864,11.82862651,1489.292231,0,0,0
5.508459442,3.077645965,1605.027912,0,0,0
5.926807879,5.397199216,1656.437042,0,0,0
5.968883559,6.755800732,1673.528631,0,0,0
5.491289511,18.41068704,1680.441478,0,0,0
5.997817676,4.182700627,1680.655903,0,0,0
5.989935498,8.729811763,1758.804682,0,0,0
5.824869542,9.96904571,1796.846457,0,0,0
5.995852302,11.2063111,1872.475208,0,0,0
5.998851105,14.660686,1894.891425,0,0,0
5.997667552,17.03917068,1914.795712,0,0,0
5.999713552,19.97587455,1937.62233,0,0,0
5.80373991,12.73892073,1988.380032,0,0,0
